job_title,company_name,location,work_type,experience_level,date_posted,year,month,month_name,country,job_category,job_skills
Senior Machine Learning Researcher,Noze,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Machine Learning Engineer,"Python, Machine Learning, Industrial Problems, Scarce Data, Sequence of Information, Statistics, Visualization Tools, Data Dynamics, Data Distributions, Transfer Learning, Small Datasets, Data Augmentation, Bayesian Methods, Reinforcement Learning, Problem Solving Methodology, Context Learning, Tools and Methods Selection, Data Bias Risks, Experimental Setups, Statistical Analysis, Model Generalizability, Collaborative Skills, Communication Skills, Healthcare or Medical Devices Industry Experience, TensorFlow"
"Senior Manager, Treasury – Reporting and Analytics",Fairstone Bank,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Analytics,"Senior Manager, Treasury, Reporting, Analytics, Director, Liquidity forecasts, Modeling, Financial risk monitoring, Regulatory oversight, Analytical skills, Communication skills, Organizational skills, WorkLife Balance, Hybrid model, Wellness, Paid vacations, Wellness days, Community Support, Pension plan, Tuition reimbursement program, Comprehensive training, Employee discounts, Annual operating plans, Quarterly forecast, ICAAP, Stress tests, Cost of Funds, Funding Facilities, Capital, Liquidity positions, Interest rate, Foreign exchange exposure, Counterparty credit risk exposures, OSFI regulatory requirements, ALCO, Monthly Business Review (MBR), Board meeting material, Lead, Supervise, Train, Perform evaluations, ICAAP process, Financial modeling, Financing strategies, Presentations, Financial Reporting, Treasury dashboard, Risk metrics, KPIs, Industry trends, Master's in Finance/Mathematic, Bachelor's degree, Professional designation (CFA CTP or CPA), MBA, 10 years in treasury management, 5 years in employee management, Financial services experience, Regulatory environment understanding, English, French, Organizational skills, Data integrity, Attention to details, Financial analytical skills, Modelling skills, Strategic mindset, Dynamic environment, Adaptability, Computer skills, Advanced Excel (VBA Macro), Word, Access, PowerPoint, Bloomberg, Workday, Adaptive Insight, External constituents, Ratings agencies, Analysts, Bankers, Lawyers, Stakeholders, Respect, Accountability, Integrity, Recognition, Diversity, Innovation"
"Senior Manager, Treasury – Reporting and Analytics",Fairstone Bank,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Analytics,"Master's in Finance/Mathematic, Bachelor's degree in finance Accounting or Economics, Professional designation (CFA CTP or CPA) or MBA, 10 years experience in treasury management, 5 years experience in employee management, Experience in financial services, Strong level of understanding of regulatory environment, Positive team leader, Excellent communication skills (verbal and written), Excellent organizational skills, Initiative accountability data integrity with strong attention to details., Strong proven financial analytical and modelling skills, Strategic mindset, Ability to work in a dynamic fastpaced environment, Strong computer skills: Advanced Excel (VBA Macro is desired) Word Access PowerPoint Bloomberg Workday Adaptive Insight, Experience in working with external constituents"
Machine Learning Scientist,Wayfair,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-15,2024,1,January,Canada,Machine Learning Engineer,"Datacentric culture, Crossfunctional collaboration, Machine Learning, Python, Highlevel programming language, Deployment of ML solutions, Strong communication skills, Simplicity, Continuous learning, Apache Spark Ecosystem (Spark SQL MLlib/Spark ML), GCP (or AWS Azure), ML model development frameworks, ML orchestration tools (Airflow Kubeflow or MLFlow), Spark, Kubernetes, Docker"
Customer Service Representative/Data Analyst/Data Entry Clerk/Part Time,Toyandsons,"Sherbrooke, Quebec, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Statistical Techniques, Data Mining, Reporting, Data Visualization, Tableau, Power BI, SQL, R, Python, Analytical Thinking, ProblemSolving, Communication, Collaboration, Hypothesis Testing, A/B Testing, Data Management, ETL Processes, Data Quality"
"Staff Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Engineer,"Fintech, Data engineering, Backend engineering, Scala, Spark, Java, Golang, Python3, Bash, Hadoop, SQL, S3, Design, Testing, Code quality, Linux, Systems administration, Analytical problemsolving, Agile, Test driven methodologies, OOP, Cloud computing, Data science"
Data & Analytics Architect - Principal,Slalom,"Calgary, Alberta, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Analytics,"Data Architecture, Data Platform, BI, Enterprise Architecture, Data Analysis, Data Modeling, Data Engineering, CloudNative Data Management Platforms, AWS, DBT, Snowflake, Advanced Analytics, Artificial Intelligence, Data Lakes, Data Warehouses, Data Consumption, Data Structures, DevOps, DataOps, GitHub Actions, Terraform, Azure DevOps, Data Governance, SQL, Python, Microsoft Azure, Data Ingestion, ETL/ELT, Azure Databricks, Azure Data Factory, Hybrid/In Office"
Business Intelligence Manager,CPKC,"Calgary, Alberta, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,BI Analyst,"Qlikview, Power Bi, Qliksense, Excel, SQL, HANA, APIs, FTP, Tableau (Nice to have), Data analysis, Data modeling, Data visualization, Dashboards, Reporting, Business intelligence, Project management, Collaboration, Communication, Bachelor's degree in Computer Science or Information Systems, 7+ years of experience in Reporting using Qlikview and Qlik Sense, 3 years of experience as a functional manager, Adaptable and flexible, Fastpaced work environment, Strong analytical skills, Problemsolving skills, Attention to detail, Ability to work independently and as part of a team"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Villarestaurantgroup,"Granby, Quebec, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Data analysis, Data interpretation, Statistical techniques, Data visualization, SQL, R, Python, Tableau, Power BI, Data management, ETL, Data integrity, Data accuracy, Data completeness, Data quality, A/B testing, Hypothesis testing, Statistical modeling"
Manager of HR Systems and Data Analytics [Service New Brunswick],CareerBeacon,"Fredericton, New Brunswick, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Analytics,"Analytical Thinking, Judgment, Organizational Commitment, Team Leadership, Teamwork, Collaboration, Client Service Orientation, Specialized Subject Matter Expertise, Knowledge, Written Communication, Project Management, Windows, Linux, MacOS, Oracle Fusion, Meditech, Data Management, Data Interpretation, Data Visualization, Project Management, Change Management, Payroll, Human Resources, Talent Acquisition, Candidate Relationship Management, Organizational Culture, HR Analytics, HR Consulting, Human Capital Consulting"
Data Scientist,Equifax,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Data Scientist,"Data Science, Machine Learning, Python, SQL, R, SAS, Regression, Simulation, Scenario Analysis, Modeling, Clustering, Decision Trees, Neural Networks, Scikit Learn, XGBoost, Tensorflow, PyTorch, Transformers, Engineering, Economics, Mathematics, Statistics, Physics, Financial Services, Telecommunications, Utilities, Credit Data, Fraud Data, AWS, GCP, MBA"
Product Data Manager - Data & Analytics,Unilever,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Analytics,"Data analytics, Data mining, Data ingestion, Data generation, Data visualization, Data interpretation, Dataintelligent decisionmaking, Database design, Data integration, Automation, Reconciliation, Data validation, User Acceptance Testing (UAT), Data Subject Matter Expert (SME) advice, Data Engineering frameworks, Conceptual Designing of E2E data Flow / ETL, Transaction System / EPOS Source data, SAP, FMCG SellIn and SellOut data, Sales Performance, Multicountries complex RollOut and customization, MultiSystem GAP analysis, Statistical analysis, Statistical packages, Excel, SPSS, SAS, CPG / retailer facing experience, Category Management, Collaborative teamoriented environment, Analytics skills, Mining, Evaluation, Visualization, Technical writing, SQL, Excel, Finance P&L and Profitability Analysis, FMCG SellIn and SellOut process, Design Thinking, DevOps models, Agile Scrum, Master Data, MultiHierarchy / attributes"
"Group Manager, Insights and Analytics (Canada)",Avanade,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Management Consulting, Client Relationship Management, Strategic Planning, Data Science, Machine Learning, Artificial Intelligence, Automation, Data Visualization, Data Analysis, Problem Solving, Communication, Storytelling, Flexibility, Adaptability, Curiosity, Creativity, Topshelf clients, Flexible work schedule, Inclusive culture"
Customer Service Representative/Data Analyst/Data Entry Clerk,Toyandsons,"Fredericton, New Brunswick, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Mining, Data Manipulation, SQL, R, Python, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Visualization, Data Warehousing, ETL, Data Quality, Data Management, Data Interpretation, DataDriven Decision Making, Data Cleansing, Analytical Skills, Critical Thinking, Problem Solving, Communication Skills, Teamwork, Experience with Internet and New Media Industry"
Virtual Data Analyst Part Time,Voxmediallc,"Kingston, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical Techniques, SQL, R, Python, Data Visualization, Tableau, Power BI, Data Management, ETL, Hypothesis Testing, A/B Testing, Data Integrity, Data Accessibility, Data Accuracy, Data Completeness, Data Quality, DecisionMaking, Business Intelligence, Business Strategy, Communication, Collaboration, Teamwork"
Analytics & Insights Optimization Manager,Aviva Canada,"Markham, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Analytics,"Qlik Sense, Data Management, Frontend Application Development, UI/UX Design, Business Intelligence, Data Science, Data Integrity, Data Rationalization, Data Optimization, Backend Development, Architecture Design, EnterpriseLevel App Development, Advanced Qlik Sense UI Design, Nprinting, Business Objects Tool Suite, SAS Enterprise Guide, Database Design, Analytical Skills, Attention to Detail, Multitasking, adaptability, Business Administration, Actuarial Science, IT, consulting skills, influence skills, Generative AI, Compensation, Bonus, Retirement Savings, Share Plan, Health Benefits, Wellness, Career Development, Education Support, Vacation, Diversity and Inclusion, Wellness Programs, Hybrid Work Model, Accommodation for Disabilities"
Senior Machine Learning Engineer,Talent.com,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, Algorithm Development, CrossFunctional Collaboration, Model Evaluation, Optimization, Natural Language Processing, NLP, Research and Development, Team Leadership, Python, TensorFlow, PyTorch, Cloudbased Machine Learning Platforms, Information Retrieval, Ranking Algorithms, ML Pipelines"
Senior and Intermediate Machine Learning Engineer,EvenUp,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-17,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, Natural Language Processing, Information Retrieval, Entity Resolution, Datadriven Development, Packaged Thirdparty Solutions, First Principles, Communication, Collaboration, Problemsolving, Scalability, Innovation, Team Leadership, C++, Python, Java, Golang, AWS, Google Cloud, Docker, Kubernetes, Git, Jira, Confluence, Slack"
"Manager/Senior Manager, Supply Analytics (Bangkok-based role)",Agoda,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Analytics,"Leadership, Project Management, Data Analysis, Data Visualization, Excel, SQL, Tableau, Python, R, Machine Learning, Statistical Modelling, Business Communication, MultiTasking, Prioritization, Resource Coordination, Strategic Thinking, Negotiation, People Management, Experimental Mindset, A/B Testing, Travel Industry, ECommerce, Tech, Consulting, Statistics, Economics, Mathematics"
Data Analyst Part Time,Voxmediallc,"Thunder Bay, Ontario, Canada",Onsite,Mid senior,2024-01-14,2024,1,January,Canada,Data Analyst,"Data Analysis, Hypothesis Testing, Data Manipulation, A/B Testing, SQL, Statistical Modeling, Python, R, Tableau, Power BI, ETL Processes, Data Quality Management, Data Integrity, Data Accuracy, Data Completeness, Data Visualization, Communication Skills, Collaboration Skills"
Analytics Manager,Harnham,Buffalo-Niagara Falls Area,Onsite,Mid senior,2024-01-16,2024,1,January,Canada,Analytics,"Data Analytics, SQL, Google Analytics, Tableau, Looker, PowerBi, Data Studio, Adobe Analytics, MS Suite, Python, Data Visualization, A/B Testing, Campaign Analysis, Web Analytics, Marketing Analytics, Statistical Concepts, Leadership, Data Models, Learning Agendas, Measurement Plans, Dashboards, Tagging Frameworks, Performance Testing"
